molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL3929002,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc2ccc(Cl)cc12,6.0,515.002880792,6,1,8.135900000000001,False
CHEMBL3900567,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(COC(=O)c2ccccc2)n1,6.0,566.0582314799999,9,1,7.081300000000006,False
CHEMBL3916953,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CN(C(=O)OC(C)(C)C)C(C)(C)CO1,6.0,576.190625548,8,1,6.872200000000007,False
CHEMBL3965625,1000.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1OC1=CO[C@H]2[C@H]1OC[C@@]21COC(C)(C)O1,6.0,575.0458752359999,9,1,5.337400000000005,False
CHEMBL3947643,1000.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2SC,6.0,537.0124669319999,8,1,5.074500000000004,False
CHEMBL3927849,1000.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1CCCCC1,6.0,574.098245156,8,1,5.197400000000005,False
CHEMBL3904510,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCCCN2C(=O)OC(C)(C)C)n1,6.0,600.16547342,10,1,7.112900000000006,False
CHEMBL3979317,1000.0,nM,CCCCCCCCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,6.0,546.2164463720001,7,1,7.128900000000008,False
CHEMBL3983450,1000.0,nM,CCCCc1ccc(C(=O)N2CCOC(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)C2)cc1,6.0,594.1800608640001,7,1,6.951400000000007,False
CHEMBL3955873,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccc(N3CCCC3)cc2)cs1,6.0,577.1106014000001,8,1,7.991500000000006,False
CHEMBL3929290,1000.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NCc4ccc(/C=C/C(=O)NO)cc4)cc3)cc12)c1ccccc1,6.0,504.2273741359999,6,5,5.928700000000004,False
CHEMBL3938869,1000.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2C(F)(F)F,6.0,559.012130496,7,1,5.521400000000003,False
CHEMBL3895424,1000.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,6.0,554.9963382,8,1,5.358900000000004,False
CHEMBL1095358,1000.0,nM,CN(C)[C@H]1CCN(C(=O)c2ccc(-c3cc4nccc(Oc5ccc(NC(=O)c6cnn(-c7ccccc7)c6C(F)(F)F)cc5F)c4s3)cc2)C1,6.0,714.2036227000001,8,1,8.127600000000005,False
CHEMBL3958481,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3Cl)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,6.0,511.04685377999994,8,1,5.249800000000004,False
CHEMBL3215582,1000.0,nM,Cc1ccc2c(Nc3ccc(Cl)cc3)nccc2c1Nc1ncccc1-c1ncnc2[nH]cnc12.Cl.Cl.Cl,6.0,586.0721534240002,7,3,7.677520000000003,False
CHEMBL246356,1002.0,nM,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,5.999132278468773,528.15330138,8,2,5.565020000000003,False
