molecule_chembl_id,smiles,pIC50,ROMol,tanimoto_maccs,tanimoto_morgan,dice_maccs,dice_morgan
CHEMBL3680595,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Nc2ncc(C(F)(F)F)cc2Cl)c1,8.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb49460>,0.6875,0.37777777777777777,0.8148148148148148,0.5483870967741935
CHEMBL3680533,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Nc2cc(C(F)(F)F)ccn2)c1,9.508638306165729,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bba9460>,0.6041666666666666,0.373134328358209,0.7532467532467533,0.5434782608695652
CHEMBL3954884,O=C(O)c1ccccc1Nc1nccc(Nc2cccc(C(F)(F)F)c2)n1,4.590066876668706,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b895e0>,0.5918367346938775,0.36885245901639346,0.7435897435897436,0.5389221556886228
CHEMBL3680543,NC(=O)c1cccc2c(NCc3cccc(Nc4cc(C(F)(F)F)ccn4)c3)ncnc12,9.82390874094432,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb79fa0>,0.5283018867924528,0.3684210526315789,0.691358024691358,0.5384615384615384
CHEMBL3979148,FC(F)(F)c1cccc(Nc2ccnc(Nc3ccccc3)n2)c1,4.85078088734462,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b889a0>,0.5681818181818182,0.36752136752136755,0.7246376811594203,0.5375
CHEMBL3680591,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Nc2ccc(C(F)(F)F)cn2)c1,8.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb52a60>,0.6041666666666666,0.362962962962963,0.7532467532467533,0.532608695652174
CHEMBL473354,Cc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1Cl,5.568636235841012,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b84100>,0.54,0.36220472440944884,0.7012987012987013,0.5317919075144508
CHEMBL1254007,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21,5.978810700930062,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b81040>,0.6551724137931034,0.3609022556390977,0.7916666666666666,0.5303867403314917
CHEMBL3670496,NC(=O)c1cc(OCc2ccccc2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,5.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b83fa0>,0.6181818181818182,0.3602941176470588,0.7640449438202247,0.5297297297297298
CHEMBL3680604,NC(=O)c1cccc2c(NCc3cccc(Nc4ccc(C(F)(F)F)cn4)c3)ncnc12,8.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb4c280>,0.5283018867924528,0.3582089552238806,0.691358024691358,0.5274725274725275
CHEMBL3965790,O=C(Nc1ccc(Cl)cc1)c1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1,4.991399828238082,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b882e0>,0.6888888888888889,0.35251798561151076,0.8157894736842105,0.5212765957446809
CHEMBL514942,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OC,5.356547323513812,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b859a0>,0.5357142857142857,0.35074626865671643,0.6976744186046512,0.5193370165745856
CHEMBL4443279,Fc1ccccc1Oc1nc(Nc2ccc(-c3nnn[nH]3)cc2)ncc1Cl,10.920818753952377,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb37460>,0.7358490566037735,0.3492063492063492,0.8478260869565217,0.5176470588235295
CHEMBL3929900,O=C(O)c1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1,4.790484985457369,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b88ee0>,0.5625,0.3467741935483871,0.72,0.5149700598802395
