smiles,MACCS similarity,pIC50,smiles,Morgan similarity,pIC50
COc1cc2c(Nc3ccc(C(=O)Nc4ccccc4)cc3)ncnc2cc1O,0.6153846153846154,7.221848749616356,COc1cc2c(Nc3ccc(C(=O)Nc4ccccc4)cc3)ncnc2cc1O,0.30597014925373134,7.221848749616356
Cc1cc(Nc2nc(-c3ccc4ccccc4c3)nc3ccccc23)n[nH]1,0.3888888888888889,6.892790030352131,Cc1cc(Nc2nc(-c3ccc4ccccc4c3)nc3ccccc23)n[nH]1,0.3053435114503817,6.892790030352131
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,0.453125,9.585026652029182,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,0.304635761589404,9.585026652029182
O=C(Nc1ccc(CCNc2ncnc3ccsc23)cc1)c1cccc(C(F)(F)F)c1,0.4745762711864407,5.494850021680094,O=C(Nc1ccc(CCNc2ncnc3ccsc23)cc1)c1cccc(C(F)(F)F)c1,0.30434782608695654,5.494850021680094
NC(=O)c1cccc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,0.6153846153846154,6.130768280269024,NC(=O)c1cccc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,0.304,6.130768280269024
O=C(Nc1cccc(C(F)(F)F)c1)c1cc(-n2cc(-c3ccsc3)nn2)ccc1O,0.5737704918032787,5.72584215073632,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(-n2cc(-c3ccsc3)nn2)ccc1O,0.3037037037037037,5.72584215073632
Oc1cc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)ccc1-c1nnn[nH]1,0.6363636363636364,7.761953896871205,Oc1cc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)ccc1-c1nnn[nH]1,0.30303030303030304,7.761953896871205
CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)NC(C)(C)C)c3ccccc23)n1,0.6666666666666666,6.647817481888637,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)NC(C)(C)C)c3ccccc23)n1,0.3028169014084507,6.647817481888637
Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1Cl,0.6363636363636364,7.701146923590294,Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1Cl,0.3025210084033613,7.701146923590294
Clc1ccccc1Nc1ccnc(Nc2ccc(-c3nnn[nH]3)cc2)n1,0.5283018867924528,8.508638306165727,Clc1ccccc1Nc1ccnc(Nc2ccc(-c3nnn[nH]3)cc2)n1,0.3023255813953488,8.508638306165727
CCOc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1F,0.6666666666666666,6.47134035476501,CCOc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1F,0.302158273381295,6.47134035476501
