chembl_id,smiles,IC50[nM]
CHEMBL3235204,Clc1ccc(Oc2c(/C=N/NC(=O)Cn3c(C)ncc3[N+](=O)[O-])cc3c(n2)ccc(C)c3)cc1,8660.0
CHEMBL589590,Brc1c(O)c(CN(C(=S)Nc2ccccc2)CCCC)cc(Br)c1,31940.0
CHEMBL162053,Brc1cc(Nc2ncnc3c2cc(N(CC[NH+](C)C)C)nc3)ccc1,8.1
CHEMBL1241674,Oc1cc2c([nH]c(-c3nn(C(C)C)c4ncnc(N)c34)c2)cc1,4400.0
CHEMBL301483,Clc1c(c(Cl)ccc1)-c1c(NC(=O)NCC)nc2nc(NCCCC[NH+](CC)CC)ncc2c1,1260.0
CHEMBL4062178,Clc1c(N2C(=O)N([C@@H]3CN(C(=O)CO)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,7.0
CHEMBL502015,Brc1cc(Nc2nc(N)nc3[nH]c(Cc4cc5c(cc4)cccc5)cc23)ccc1,1240.0
CHEMBL420885,Clc1cc(Nc2ncnc3[nH]nc(-c4ccc(NC(=O)OC(C)(C)C)cc4)c23)ccc1,270.0
CHEMBL3355873,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCn2c([N+](=O)[O-])ncc2)c(OC)c3)c1,3.05
CHEMBL3671503,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC[NH2+]C)c3)cc1,96.0
CHEMBL3742200,Clc1ccc(-n2nc3C(=O)NN=C(c4c(c(-c5ccccc5)[nH]c4)-c4ccccc4)c3c2)cc1,4390.0
CHEMBL2312654,Clc1cc(Cl)cc(Nc2nc(NC3CCC([NH+](C)C)CC3)c(-c3onc(C)c3)cn2)c1,590.0
CHEMBL67027,O(C)c1c(OC)ccc(/C=C(\C#N)/c2cnccc2)c1,700.0
CHEMBL128432,Brc1cc(Nc2ncnc3c2cnc(NCC[NH+](C)C)c3)ccc1,44.67
CHEMBL3360602,Clc1c(F)ccc(Nc2ncnc3c2cc(OC)c(OCCCn2c([N+](=O)[O-])ncc2)c3)c1,0.77
CHEMBL3416621,Brc1sc2ncnc(Nc3ccccc3)c2c1,80.0
CHEMBL3938494,Clc1c(NC(=O)Nc2c(C)cccc2)ccc(Nc2ncnc3c2cc(OC)c(OCCCN2CC[NH+](C)CC2)c3)c1,15.0
CHEMBL3612578,Clc1ccc(Nc2ncnc3c2cc2N(CCCC(=O)OCC)C(=O)Oc2c3)cc1,1200.0
CHEMBL338944,Clc1cc(C(=O)N(C)[C@@H]2[C@H](OC)[C@@]3(C)O[C@H](n4c5c6n3c3c(c6c6c(C(=O)NC6)c5c5c4cccc5)cccc3)C2)ccc1,4600.0
CHEMBL2425085,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCC[NH+]2CC(OC)C2)c(OC)c3)c1,34.0
CHEMBL438075,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3ccc(NC(=O)C)cc3)cncn2)c1,25100.01
CHEMBL387207,S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4cc(C(F)(F)F)c(OCc5ccccc5)cc4)ncnc3cc2)cc1)C,160.0
CHEMBL3699604,FC(F)(F)c1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C(=O)OC)CC3)cc2)nc1,20.0
CHEMBL3775285,Fc1cc(Nc2ncnc3c2cc2N(CCC[NH+]4CCOCC4)C(=O)COc2c3)ccc1,245.1
CHEMBL161895,N(CCc1[nH]cnc1)c1ncc2ncnc(Nc3cc(C)ccc3)c2c1,1.3
CHEMBL372112,O=C(OCC)c1c(CC)c2C(Nc3cc4c([nH]nc4)cc3)=NC=Nn2c1,50.0
CHEMBL1958209,Brc1ccc(C2=NN(C=3SCC(=O)N=3)C(c3ccc(Br)cc3)C2)cc1,2030.0
CHEMBL4098591,Clc1c(N2C(=O)N([C@H]3CN(C(=O)CC)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,23.4
CHEMBL3355874,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCn2c([N+](=O)[O-])ncc2)c(OC)c3)c1,0.89
CHEMBL418907,S(=O)(=O)(Oc1c(OC)cc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)[O-])cc1,2800.0
CHEMBL352954,Nc1ncnc2n(C3CCCC3)cc(-c3ccccc3)c12,500.0
CHEMBL360190,Brc1c([O-])c2Oc3c(Br)cc(cc3)CC(N=O)=C([O-])NCCc3cc(Br)c([O-])c(Oc4c(Br)cc(cc4)/C=C/NC([O-])=C(N=O)Cc(c1)c2)c3,1500.0
CHEMBL2148045,Clc1c(Oc2cc(C(F)(F)F)ccc2)ccc(Nc2ncnc3c2n(CCNC(=O)CS(=O)(=O)CC)cc3)c1,31.0
CHEMBL2426287,Clc1c(-c2c3c([nH]c2)cccc3)nc(Nc2c(OC)ccc(NC(=O)/C=C/C[NH+](C)C)c2)nc1,1550.0
CHEMBL2335019,FC(F)(F)c1c(F)ccc(Nc2nc(NC(=O)C(C)(C)C)nc3[nH]c(CCc4ncccc4)cc23)c1,26900.0
CHEMBL1089524,Brc1cc(Nc2c3c([nH+]cc2)ccc(NC(=O)CCC[NH+](C)C)c3)ccc1,1.7
CHEMBL1241580,Clc1c(O)cc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1,1150.0
CHEMBL77869,O(C)c1c(O)ccc(C=C(C#N)C#N)c1,199999.96
CHEMBL343887,O=C(NCCN1CCN(C(=O)/C(/C#N)=C/c2cc(O)c([O-])cc2)CC1)/C(/C#N)=C/c1cc(O)c([O-])cc1,2200.0
CHEMBL461869,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@@H]2NC[C@@H](OC(=O)NCC)C2)c3)c1,50.0
CHEMBL382823,Clc1c(F)c(Nc2ncnc3c2cc(CN([C@H](C(=O)N)C)CCOC)c(OC)c3)ccc1,10.0
CHEMBL3622630,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(O[C@@H]2COCC2)c3)cc1,121.1
CHEMBL3910361,BrCC(=O)OCCN1C(=O)Oc2c1cc1c(Nc3cc(C#C)ccc3)ncnc1c2,5200.0
CHEMBL308672,Clc1cc(F)c(Nc2ncnc3NC(=O)/C(=C\c4c(C)cc(C(=O)NCC[NH+](CC)CC)[nH]4)/c23)cc1,450.0
CHEMBL473748,Brc1cc(Cc2ncnc3c2cc(NC(=O)C=C)c(OCCCC[NH+](C)C)c3)ccc1,3.89
CHEMBL270713,Brc1c(NCC[NH+](C)C)c(Nc2ncnc3c2cncc3)ccc1,45.71
CHEMBL3699594,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OCC)cc(N3CCN(C(OC(C)(C)C)=O)CC3)cc2)nc1,20.0
CHEMBL3806213,Clc1c(F)ccc(Nc2ncnc3c2c2OCCOc2c(OCC2OCCC2)c3)c1,24.1
CHEMBL309937,N(c1ncnc2[nH]c(C)c(C)c12)c1ccc(CC)cc1,77500.02
CHEMBL1829271,Brc1cc(CC(=O)NS(=O)(=O)c2ccccc2)ccc1,24679.99
CHEMBL3671533,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CC[NH+](C)C)c3)cc1,9.0
CHEMBL589826,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCCC=C)c(OC)c3)c1,32.6
CHEMBL473437,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2[nH]c(C[NH+](C)C)cc2)c3)c1,4.0
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3c2cccc3)cc1,457.7
CHEMBL107472,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(NC)ncc2C=1,7500.0
CHEMBL1077068,S(=O)(=O)(N=C1N=CC=CN1)c1ccc(Nc2nc(C)c(C(=O)Nc3cc(N(O)[O-])ccc3)c(-c3c(O)cc(O)cc3)n2)cc1,88299.96
CHEMBL1088240,Clc1c(OC)cc(Nc2c(C#N)cnc3c2cc(OC)c(/C=C/CCN2CC[NH+](C)CC2)c3)c(Cl)c1,3300.0
CHEMBL1092382,Brc1cc(Nc2c3c([nH+]cc2)ccc(NC(=O)CC)c3)ccc1,16.0
CHEMBL1094195,FC(F)(F)c1cc(-c2ccc(Cn3c4c(c(CC[NH3+])c3)cc(OCCc3ccc(O)cc3)cc4)cc2)ccc1,1060.0
CHEMBL1094825,FC(F)(F)c1ccc(CCCCCn2c3c(c4c2CCC([NH3+])C4)cc(OCCc2ccc(O)cc2)cc3)cc1,2750.0
CHEMBL109503,FC(F)(F)c1cc(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)ccc1,1445.44
CHEMBL1095445,Clc1c(Cc2[nH]c3nc(N)nc(Nc4cc(C(F)(F)F)ccc4)c3c2)ccc(Cl)c1,27200.0
CHEMBL109575,Brc1c(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)cccc1,4168.69
CHEMBL1095761,Brc1cc(Nc2nc(N)nc3[nH]c(Cc4c(Cl)cc(Cl)cc4)cc23)ccc1,200.0
CHEMBL109625,O(C)c1c(OC)cc2ncc(C#N)c(Nc3cc(C(C)C)ccc3)c2c1,61659.5
CHEMBL1097368,N(c1ncnc2[nH]c(CCc3ccccc3)cc12)c1cc2c([nH]cc2)cc1,56100.01
CHEMBL111664,Clc1cc(F)c(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)cc1,13803.84
CHEMBL113023,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3cc(C)c(OC)cc3)ncc2C=1,250.0
CHEMBL113070,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3ccc(CCCC(=O)[O-])cc3)ncc2C=1,80.0
CHEMBL114490,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/C[NH+](C)C)c(OC)c3)c1,2320.0
CHEMBL115895,S(Cc1c([O-])c(OC)cc(/C=C(\C#N)/C(=O)N)c1)c1c(NC(=O)C)cccc1,5600.0
CHEMBL116423,Oc1c(O)cc(C=C(C#N)C#N)cc1C,5600.0
CHEMBL116547,S(Cc1c([O-])c(OC)cc(C=C(C#N)C(=O)c2cc(O)c([O-])cc2)c1)Cc1ccccc1,750.0
CHEMBL116595,S(Cc1c([O-])c(OC)cc(/C=C(\C#N)/C(=O)N)c1)c1ccccc1,398.11
CHEMBL116748,O=[N+]([O-])c1cc2ncnc(NCc3ccccc3)c2cc1,5900.0
CHEMBL116919,O(C)c1ccc(CNc2ncnc3c2cccc3)cc1,10000.0
CHEMBL1169856,S=C(N)N1C(c2c(F)cccc2)CC(c2cc(C)c(C)cc2)=N1,5190.0
CHEMBL1171822,Clc1c(Cl)ccc(C2=NN(C(=O)C)C(c3ccc(C)cc3)C2)c1,19319.99
CHEMBL1172419,Clc1c(Cl)ccc(C2=NN(C(=O)C)C(c3ccccc3)C2)c1,28690.02
CHEMBL1172773,O=C(Nc1ccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)cc1)C=C,82.0
CHEMBL1172915,Clc1c(Cl)ccc(C2=NN(C(=S)N)C(c3ccc(OC)cc3)C2)c1,5740.0
CHEMBL1172916,Clc1c(Cl)ccc(C2=NN(C(=S)N)C(c3ccc(C)cc3)C2)c1,7380.0
CHEMBL1172947,Brc1c(/C=C/C(=O)OCCn2c(C)ncc2[N+](=O)[O-])cccc1,24319.99
CHEMBL1172951,Fc1cc(/C=C/C(=O)OCCn2c(C)ncc2[N+](=O)[O-])ccc1,12420.0
CHEMBL1172957,S(=O)(=O)(N)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,10000.0
CHEMBL1172980,Clc1c(Cl)ccc(C2=NN(C(=S)N)C(c3ccc(Cl)cc3)C2)c1,7320.0
CHEMBL1173014,O=[N+]([O-])c1n(CCOC(=O)/C=C/c2cc(OC)ccc2)c(C)nc1,13870.0
CHEMBL1173023,Brc1ccc(C2N(C(=O)C)N=C(c3cc(C)c(C)cc3)C2)cc1,20610.0
CHEMBL1173249,Clc1c(Cl)ccc(C2=NN(C(=O)C)C(c3ccc(F)cc3)C2)c1,18350.0
CHEMBL1173251,Brc1c(Br)ccc(C2=NN(C(=S)N)C(c3c(Cl)cccc3)C2)c1,12260.0
CHEMBL117326,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)C(C[NH+](C)C)=C)c(OCC)c3)c1,560.0
CHEMBL1173319,O=C(C)N1C(c2ccc(C)cc2)CC(c2cc(C)c(C)cc2)=N1,17490.0
CHEMBL1173398,O=C(C)N1C(c2ccccc2)CC(c2cc(C)c(C)cc2)=N1,20039.99
CHEMBL1173455,S=C(N)N1C(c2ccc(F)cc2)CC(c2cc(C)c(C)cc2)=N1,830.0
CHEMBL1173653,O=[N+]([O-])c1n(CCOC(=O)/C=C/c2ccc(C)cc2)c(C)nc1,8110.0
CHEMBL1173813,S=C(N)N1C(c2ccc(C)cc2)CC(c2cc(C)c(C)cc2)=N1,340.0
CHEMBL1173814,S=C(N)N1C(c2ccc(OC)cc2)CC(c2cc(C)c(C)cc2)=N1,70.0
CHEMBL118130,Clc1cc(Nc2ncnc3[nH]nc(-c4ccc(O)cc4)c23)ccc1,6.0
CHEMBL119708,O=[N+]([O-])c1c2c(NCc3ccccc3)ncnc2ccc1,8000.0
CHEMBL120069,Clc1cc(Nc2n[nH]c3ncnc(Nc4cc(C)ccc4)c23)ccc1,130.0
CHEMBL1202061,O=C(OCC)C(=O)Oc1ccc(C2=C(C(=O)OCC)Oc3c(c([O-])cc(O)c3)C2=O)cc1,1000.0
CHEMBL1202478,Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OC/C=C/C[NH+]2CCCC2)c3)cc1,100.0
CHEMBL1204168,Brc1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,0.66
CHEMBL120667,Clc1cc(Nc2ncnc3n(C)c(C)c(C)c23)ccc1,449999.99
CHEMBL121190,Clc1cc(Nc2n[nH]c3ncnc(N)c23)ccc1,160.0
CHEMBL1221700,O=C(Nc1cc2c(Nc3ccc(C(C)(C)C)cc3)ncnc2cc1)C=C,689.0
CHEMBL122411,Clc1cc(Nc2ncnc3[nH]nc(Nc4ccc(OC)cc4)c23)ccc1,30.0
CHEMBL123189,Clc1cc(Nc2ncnc3[nH]nc(NCc4cc(OC)ccc4)c23)ccc1,8.0
CHEMBL1240553,O(C)c1c(OC)ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)c1,3300.0
CHEMBL1240565,Nc1ncnc2n(C)nc(-c3cnc4[nH]ccc4c3)c12,15000.0
CHEMBL1241484,Clc1c(O)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,158.0
CHEMBL1241491,Nc1ncnc2n(C3CCCC3)nc(-c3cc4c(occ4)cc3)c12,575.0
CHEMBL1241581,O(C)c1c(N)ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)c1,84.0
CHEMBL1241586,O=C1Nc2c(N1)ccc(-c1nn(C(C)C)c3ncnc(N)c13)c2,937.0
CHEMBL1241587,Nc1ncnc2n(C(C)C)nc(-c3cc4c(OCC4)cc3)c12,5000.0
CHEMBL1241675,Nc1ncnc2n(C3CCCC3)nc(C3=Cc4[nH+]ccn4C=C3)c12,12000.0
CHEMBL1241677,Clc1c(O)cc(-c2nn([C@H]3C[NH2+]CC3)c3ncnc(N)c23)cc1,12399.99
CHEMBL1241684,O=Cc1cc2c(sc(-c3nn(C(C)C)c4ncnc(N)c34)c2)cc1,100000.0
CHEMBL1241768,Clc1c(O)cc(-c2nn([C@H]3COCC3)c3ncnc(N)c23)cc1,1400.0
CHEMBL1241772,N#Cc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,100000.0
CHEMBL1241862,Clc1c(C(=O)N)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,100000.0
CHEMBL1241944,Oc1c(C#N)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,2600.0
CHEMBL1241950,N(N)=C1Nc2c(cc(-c3nn(C(C)C)c4ncnc(N)c34)cc2)C=C1,7000.0
CHEMBL1242030,S(=O)([O-])(=Nc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1)C,12800.01
CHEMBL1242114,O(C)c1c(O)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,2190.0
CHEMBL1242115,O=C(NC=1SCC[NH+]=1)c1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,579.0
CHEMBL1242208,Nc1ncnc2n(C(C)C)nc(-c3cc4c(cc3)ccnc4)c12,100000.0
CHEMBL1242381,O(C)c1c(OC)ccc(-c2nn(C[C@H](CO)C)c3ncnc(N)c23)c1,18000.0
CHEMBL1242472,O(CC)c1c(OC)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5950.0
CHEMBL1242656,Fc1c(O)cc(-c2nn(C3CC(C)CC3)c3ncnc(N)c23)cc1,366.0
CHEMBL1242658,Fc1c(O)cc(-c2nn([C@H]3C[NH2+]CC3)c3ncnc(N)c23)cc1,15600.01
CHEMBL1242660,O(C)c1c(OC)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,5140.0
CHEMBL1242844,Fc1c(O)cc(-c2nn(CC3CC[NH2+]CC3)c3ncnc(N)c23)cc1,100000.0
CHEMBL1242848,Oc1c(N)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,2120.0
CHEMBL1243254,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/C[NH+](Cc2ccc(F)cc2)C)c(OCC)c3)c1,0.57
CHEMBL1243346,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/c2nnn(CCF)c2)c(OCC)c3)c1,4.05
CHEMBL1254363,Brc1cc(N(C)c2nc(N)nc3[nH]c(Cc4c(C)cccc4)cc23)ccc1,31199.99
CHEMBL1254523,Brc1cc(N(C)c2nc(N)nc3n(C)c(Cc4c(OC)ccc(OC)c4)cc23)ccc1,500.0
CHEMBL126623,Brc1cc(Nc2ncnc3c2cnc(NCCC[NH+]2CCOCC2)c3)ccc1,1.9
CHEMBL127058,Brc1cc(Nc2ncnc3c2cnc(NCCC[NH+](CCO)CCO)c3)ccc1,1.2
CHEMBL1271507,O=C(/C=C/CN1CC[NH+](C)CC1)N1Cc2sc3ncnc(N[C@H](CO)c4ccccc4)c3c2CC1,89.0
CHEMBL1272113,O=C(C#CC)N1Cc2sc3ncnc(N[C@H](CO)c4ccccc4)c3c2CC1,1270.0
CHEMBL1272222,O=C(C=C)N1Cc2sc3ncnc(N[C@H](C)c4ccccc4)c3c2CC1,20.0
CHEMBL127611,Brc1cc(Nc2ncnc3c2cnc(N(CC(O)C(O)C(O)C(O)CO)C)c3)ccc1,3.2
CHEMBL1276179,Fc1c(c(F)cc(N2[C@@H]3C[NH+](C)[C@H](C2)C3)c1)C=1n2nc(c(-c3c4c([nH]nc4)ccc3)c2N=CC=1)-c1ccncc1,173.0
CHEMBL128467,Brc1cc(Nc2ncnc3c2cnc(NCCS(=O)(=O)[O-])c3)ccc1,1.4
CHEMBL128468,Brc1cc(Nc2ncnc3c2cnc(NCCCC(=O)[O-])c3)ccc1,0.28
CHEMBL128759,Brc1cc(Nc2ncnc3c2cnc(N(CCO)CCO)c3)ccc1,12.0
CHEMBL129509,N(CCC[NH+]1CCOCC1)c1ncc2c(Nc3cc(C)ccc3)ncnc2c1,9.3
CHEMBL130163,O=C(N(C)[C@@H]1[C@H](OC)[C@@]2(C)O[C@H](n3c4c5n2c2c(c5c5c(C(=O)NC5)c4c4c3cccc4)cccc2)C1)C,2600.0
CHEMBL133024,Clc1cc(Nc2ncnc3c2cc(NN=NC)cc3)ccc1,100.0
CHEMBL135592,N(=NC)Nc1cc2c(N(C)c3ccccc3)ncnc2cc1,8000.0
CHEMBL135853,Clc1cc(Oc2ncnc3c2cc(OC)c(OC)c3)ccc1,20.0
CHEMBL136178,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/C(=O)C)cc3)ccc1,1.2
CHEMBL136404,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/C)nc3)ccc1,0.5
CHEMBL136491,Clc1cc(Nc2ncnc3c2cc(/N=N/N(C)C)cc3)ccc1,14.0
CHEMBL137082,Brc1cc(Nc2ncnc3c2cc(N(C(=O)C=C)CCC[NH+]2CCOCC2)nc3)ccc1,2.7
CHEMBL137189,N(=NC)Nc1cc2c(Nc3cc(C)ccc3)ncnc2cc1,200.0
CHEMBL138125,Brc1cc(Nc2ncnc3c2cc(NN=NCc2ncccc2)cc3)ccc1,238.0
CHEMBL138940,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/C(=O)NCCC[NH+]2CCOCC2)nc3)c1,0.6
CHEMBL140561,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/C(=O)OCCC[NH+](C)C)cc3)ccc1,2.4
CHEMBL141238,O=C(Nc1c(C)cc(C)cc1C)/C(/C#N)=C/c1cc(O)c([O-])cc1,19054.62
CHEMBL143805,O=C(NCc1ccc(O)cc1)/C(/C#N)=C/c1cc(O)c([O-])cc1,3019.95
CHEMBL144159,O=C(NCc1cc(CNC(=O)/C(/C#N)=C/c2cc(O)c([O-])cc2)ccc1)/C(/C#N)=C/c1cc(O)c(O)cc1,1600.0
CHEMBL144778,O=C(N[C@@H]1C(NC(=O)/C(/C#N)=C/c2cc(O)c(O)cc2)CCCC1)/C(/C#N)=C/c1cc(O)c([O-])cc1,2100.0
CHEMBL145,O=C([O-])/C=C/c1cc(O)c(O)cc1,1000000.0
CHEMBL14874,S(=O)(=O)(CCN(CCCOc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1)C)C,830.0
CHEMBL149512,Brc1cc(Nc2ncnc3c2oc2c3cccc2)ccc1,740.0
CHEMBL152905,Brc1cc(Nc2ncnc3c2sc2c3cc(N)cc2)ccc1,0.27
CHEMBL153206,Brc1cc(Nc2ncnc3[nH]c4c(c23)cc(OC)cc4)ccc1,1.2
CHEMBL153518,Brc1cc(Nc2ncnc3n(CC[NH+](CC)CC)c4c(c23)cc(OC)cc4)ccc1,4270.0
CHEMBL153739,Brc1cc(Nc2ncnc3c2sc2c3cc(N(C)C)cc2)ccc1,19.8
CHEMBL154969,S(Sc1c(CCC(=O)NOC)c2c([nH]1)cccc2)c1c(CCC(=O)NOC)c2c([nH]1)cccc2,68000.01
CHEMBL157304,S(Sc1c(CCC#N)c2c([nH]1)cccc2)c1c(CCC#N)c2c([nH]1)cccc2,46999.98
CHEMBL158805,S(Sc1n(C)c2c(c1C(=O)NCc1ccc(C(=O)[O-])cc1)cccc2)c1n(C)c2c(c1C(=O)NCc1ccc(C(=O)[O-])cc1)cccc2,5300.0
CHEMBL160207,S(Sc1n(C)c2c(c1C(=O)N(C)C)cccc2)c1n(C)c2c(c1C(=O)N(C)C)cccc2,21200.0
CHEMBL161226,S(Sc1c(C(=O)NC)c2c([nH]1)cccc2)c1c(C(=O)NC)c2c([nH]1)cccc2,6100.0
CHEMBL162142,Brc1cc(Nc2ncnc3c2cc(NCCc2[nH]cnc2)nc3)ccc1,0.78
CHEMBL162508,N(CCC[NH+]1CCOCC1)c1ncc2ncnc(Nc3cc(C)ccc3)c2c1,1.8
CHEMBL162622,Brc1cc(Nc2ncnc3c2cc(NCCN2CCOCC2)nc3)ccc1,0.65
CHEMBL1645464,[NH3+]C1CC[NH+](Cc2c3C(Nc4cc5c(n(C)nc5)cc4)=NC=Nn3cc2)CC1,950.0
CHEMBL1645473,Clc1cc(NC2=NC=Nn3c2c(C[NH+]2CCC([NH3+])CC2)cc3)ccc1,9.0
CHEMBL1645476,Clc1c(F)ccc(NC2=NC=Nn3c2c(C[NH+]2CCC([NH3+])CC2)cc3)c1,10.0
CHEMBL165228,Brc1cc(Nc2nc(C)nc3c2cc(NCCN2CCOCC2)nc3)ccc1,117.0
CHEMBL165508,Brc1cc(Nc2ncnc3c2cc(NCc2cnccc2)nc3)ccc1,1.5
CHEMBL165547,Brc1cc(Nc2ncnc3c2cc(N(CC(O)CO)C)nc3)ccc1,0.56
CHEMBL166358,Brc1cc(Nc2ncnc3c2cc(NCCC[NH+](C)C)nc3)ccc1,1.2
CHEMBL166765,Oc1ccc(-c2c3c(N)ncnc3n(C3CCC3)c2)cc1,600.0
CHEMBL166766,Nc1ncnc2n(C3CCC3)cc(-c3ccccc3)c12,730.0
CHEMBL1683950,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(-c3ccccc3)c2)c1,1200.0
CHEMBL1683955,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C)c(C)ncn2)c1,17.0
CHEMBL1683956,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C)c(CC)ncn2)c1,640.0
CHEMBL1683960,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(c(C)ncn2)-c2cc(C[NH+]3CCOCC3)ccc2)c1,590.0
CHEMBL1683961,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#CCCC[NH+]3CCOCC3)c(C)ncn2)c1,34.0
CHEMBL1683965,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(/C=C(\F)/C(=O)NCCN3CCOCC3)c(C)ncn2)c1,18.0
CHEMBL1683968,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(/C=C(\F)/C(=O)NCCS(=O)(=O)C)c(C)ncn2)c1,19.0
CHEMBL168661,O(C)c1cc(-c2c3c(N)ncnc3n(C3CCN(CC[NH+](CCO)C)CC3)c2)ccc1,295.0
CHEMBL169780,OCC[NH+]1CCC(n2c3ncnc(N)c3c(-c3cc(O)ccc3)c2)CC1,2540.0
CHEMBL170438,OCC(Cc1ccc(O)cc1)n1c2ncnc(N)c2c(-c2ccccc2)c1,13200.0
CHEMBL173498,Brc1cc(Nc2ncnc3c2cc2nccnc2c3)ccc1,1.7
CHEMBL174426,Brc1cc(Nc2ncnc3c2cc2ncn(C)c2c3)ccc1,0.02
CHEMBL1744349,Clc1cc(F)c(Nc2ncnc3c2cc(OC)c(OC/C=C/C[NH+]2CCCC2)c3)cc1,90.0
CHEMBL1761929,O=C(OC)Nc1ccc(Nc2ncnc3c2cc(OC)c(OC)c3)cc1,6900.0
CHEMBL176470,OCC[NH2+]Cc1c(-n2c3ncnc(N)c3c(-c3ccccc3)c2)cccc1,6400.0
CHEMBL176815,O(C)c1cc(-c2c3c(N)ncnc3n(-c3cc(CO)ccc3)c2)ccc1,800.0
CHEMBL178488,Brc1ccc(NC(=O)Nc2ncnc3nn4c(c23)C=CC=C4)cc1,10000.0
CHEMBL178953,O=C(Nc1ncnc2nn3c(c12)C=CC=C3)Nc1cc(C#N)ccc1,10000.0
CHEMBL179451,ClCCNc1cc2c(Nc3cc(Cl)ccc3)ncnc2cc1,26.0
CHEMBL1797541,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCN(C2CC2)C2CC2)cc3)ccc1,251.19
CHEMBL1812374,ClCC(=O)Nc1cc2nc(-c3ccc(C)cc3)[nH]c2cc1,1929.0
CHEMBL1812491,ClCC(=O)Nc1cc2nc(-c3n(C)ccc3)[nH]c2cc1,12070.01
CHEMBL181742,Clc1c(OCc2ccccc2)ccc(Nc2ncnc3nn4c(c23)C=CC=C4)c1,50.0
CHEMBL1821862,Fc1ccc(C2N(c3scc(-c4ccccc4)n3)N=C(c3cc(C)c(C)cc3)C2)cc1,1730.0
CHEMBL1821866,O(C)c1ccc(C2N(c3scc(-c4ccccc4)n3)N=C(c3cc(C)c(C)cc3)C2)cc1,3080.0
